日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20110731,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,26/0,0/0,0/0,2/2,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110801,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,19/17,0/0,23/22,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110802,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,3/3,0/0,0/0,0/0,0/0,0/0,13/1,0/0,97/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110803,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/13,0/0,8/8,0/0,0/0,0/0,0/0,0/0,2/0,0/0,78/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0
20110804,0/0,0/0,0/0,0/0,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/16,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0
20110805,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,32/15,0/0,24/24,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110806,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,31/31,0/0,24/23,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110807,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,0/0,0/0,2/1,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110808,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110809,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,48/0,0/0,0/0,3/3,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110810,0/0,2/2,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110811,0/0,0/0,0/0,0/0,0/0,28/28,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110812,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,2/2,0/0,3/3,0/0,0/0,0/0,0/0,0/0,11/2,0/0,105/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110813,0/0,1/1,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/2,0/0,3/3,0/0,0/0,1/0,0/0,0/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110814,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,7/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110815,0/0,0/0,0/0,0/0,0/0,31/31,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110816,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,2/1,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110817,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,5/4,1/1,0/0,6/6,0/0,0/0,0/0,0/0,0/0,11/5,0/0,42/2,0/0,0/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110818,0/0,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,6/5,0/0,4/4,0/0,0/0,0/0,0/0,0/0,15/8,0/0,112/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110819,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/0,0/0,0/0,3/3,0/0,8/8,0/0,0/0,0/0,0/0,0/0,3/3,0/0,4/4,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110820,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,9/9,0/0,0/0,0/0,0/0,0/0,2/2,0/0,12/12,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110821,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,2/0,0/0,2/0,30/16,0/0,9/9,0/0,0/0,0/0,0/0,0/0,28/8,0/0,90/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110822,0/0,0/0,1/1,0/0,0/0,29/29,0/0,0/0,0/0,0/0,0/0,2/0,0/0,2/2,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/0,0/0,166/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110823,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,5/5,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110824,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/10,10/10,0/0,12/12,0/0,0/0,0/0,0/0,0/0,2/0,0/0,26/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110825,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/9,0/0,31/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110826,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,4/0,0/0,3/3,19/17,0/0,2/2,0/0,0/0,0/0,0/0,0/0,15/9,0/0,43/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110827,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,3/3,0/0,7/7,0/0,0/0,0/0,0/0,0/0,8/7,0/0,39/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110828,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,17/16,19/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,3/3,0/0,6/6,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110829,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/12,7/2,0/0,1/1,1/0,0/0,0/0,0/0,0/0,13/6,0/0,50/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110830,19/19,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,3/3,0/0,12/12,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110831,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110901,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,4/3,0/0,4/4,0/0,0/0,0/0,0/0,0/0,26/26,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0
20110902,9/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/12,5/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/10,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110903,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,16/16,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110904,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,18/0,0/0,8/1,17/16,0/0,4/4,0/0,0/0,0/0,0/0,0/0,3/3,0/0,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110905,14/13,0/0,0/0,0/0,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,10/8,0/0,0/0,0/0,0/0,0/0,12/9,0/0,62/23,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110906,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,8/8,0/0,8/8,0/0,0/0,0/0,0/0,0/0,20/0,0/0,236/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110907,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,6/6,0/0,11/11,0/0,0/0,0/0,0/0,0/0,12/0,0/0,239/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110908,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,24/21,5/5,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,237/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110909,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,15/3,1/1,0/0,4/4,0/0,1/1,0/0,0/0,0/0,0/0,0/0,239/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110910,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,4/4,1/1,0/0,7/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,233/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110911,4/4,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,2/0,0/0,3/3,2/2,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,236/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110912,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,238/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110913,0/0,0/0,0/0,0/0,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/13,11/1,0/0,11/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,238/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110914,3/3,0/0,0/0,0/0,0/0,3/2,0/0,0/0,0/0,0/0,0/0,4/1,0/0,12/12,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,239/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110915,4/4,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,20/0,0/0,8/7,27/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,240/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110916,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,2/2,0/0,14/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,237/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110917,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,8/8,4/4,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,237/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110918,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,18/18,3/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,234/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110919,16/16,0/0,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,23/23,1/1,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,235/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110920,4/4,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,5/5,5/5,0/0,3/3,0/0,0/0,0/0,0/0,0/0,2/0,0/0,238/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0
20110921,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,17/4,1/1,11/11,1/1,0/0,2/2,0/0,0/0,0/0,0/0,0/0,6/0,0/0,103/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110922,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,3/3,24/24,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/1,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110923,12/12,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,22/22,2/2,3/3,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,21/19,1/1,17/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110924,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,14/14,2/2,15/15,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,15/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110925,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,9/9,2/2,1/1,4/3,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110926,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,8/0,0/0,3/3,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110927,0/0,0/0,0/0,0/0,2/2,9/9,0/0,0/0,2/0,0/0,0/0,0/0,0/0,3/3,3/3,0/0,5/5,1/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110928,5/5,2/2,0/0,0/0,1/1,15/15,0/0,0/0,0/0,0/0,0/0,2/1,2/2,5/5,5/5,2/0,6/6,0/0,1/1,0/0,0/0,0/0,0/0,0/0,13/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110929,8/8,0/0,0/0,0/0,0/0,23/23,0/0,0/0,0/0,0/0,0/0,9/9,0/0,5/5,2/2,0/0,9/9,0/0,0/0,0/0,0/0,0/0,3/2,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110930,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,16/9,0/0,1/1,13/8,0/0,2/2,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111001,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,1/1,19/19,16/16,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,35/34,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111002,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,21/21,4/4,19/19,12/12,0/0,2/2,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0
20111003,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,20/12,0/0,13/10,28/20,1/0,3/3,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20111004,0/0,1/1,0/0,0/0,0/0,19/19,1/1,0/0,7/5,0/0,0/0,4/0,0/0,0/0,18/17,0/0,27/27,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111005,1/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,8/5,5/5,0/0,0/0,0/0,0/0,14/13,1/0,1/1,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111006,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,13/13,1/0,3/3,0/0,0/0,0/0,0/0,0/0,4/4,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111007,0/0,2/2,0/0,0/0,2/2,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,13/13,0/0,15/15,0/0,0/0,0/0,0/0,0/0,15/15,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111008,0/0,1/0,0/0,0/0,1/1,0/0,0/0,0/0,1/1,5/5,0/0,0/0,0/0,0/0,6/6,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20111009,0/0,2/2,0/0,0/0,1/1,0/0,0/0,0/0,3/2,3/3,0/0,1/0,0/0,0/0,17/12,0/0,2/2,0/0,0/0,0/0,0/0,0/0,11/3,0/0,59/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111010,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/13,6/6,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,19/3,0/0,47/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111011,1/1,0/0,0/0,0/0,1/1,14/13,0/0,0/0,3/3,4/4,0/0,0/0,0/0,0/0,7/7,0/0,5/5,0/0,0/0,0/0,0/0,0/0,6/0,0/0,123/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111012,5/4,0/0,0/0,0/0,0/0,24/24,0/0,0/0,4/4,5/5,0/0,0/0,0/0,0/0,6/4,0/0,3/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111013,16/14,0/0,0/0,0/0,1/1,9/9,0/0,0/0,10/10,2/2,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111014,23/23,2/2,0/0,0/0,1/1,12/12,4/4,0/0,14/14,3/3,0/0,0/0,0/0,0/0,2/2,0/0,20/20,0/0,0/0,0/0,0/0,0/0,22/22,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111015,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,26/25,4/4,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111016,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,26/24,1/1,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,16/16,0/0,1/1,0/0,0/0,2/0,0/0,0/0,0/0,0/0,2/0,2/0
20111017,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,4/4,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111018,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,6/6,0/0,0/0,0/0,0/0,18/17,0/0,2/2,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111019,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/18,2/2,0/0,0/0,0/0,0/0,20/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111020,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,1/1,0/0,0/0,0/0,11/0,4/4,0/0,3/3,0/0,0/0,0/0,0/0,0/0,14/14,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111021,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,5/5,0/0,0/0,0/0,0/0,18/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111022,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,15/15,2/2,0/0,0/0,0/0,0/0,14/13,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111023,0/0,4/4,0/0,0/0,4/4,0/0,0/0,0/0,8/8,3/3,0/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111024,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,1/0,0/0,0/0,15/7,1/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111025,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,3/3,3/3,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0
20111026,0/0,0/0,0/0,0/0,1/1,10/10,0/0,0/0,5/1,0/0,0/0,7/7,2/2,1/1,7/7,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
