日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20110526,1/1,3/3,9/9,0/0,2/2,0/0,0/0,0/0,4/3,4/4,0/0,4/4,1/1,4/4,3/0,4/0,2/1,1/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110527,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,1/1,0/0,0/0,1/1,2/2,1/1,3/2,1/0,22/21,0/0,1/1,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110528,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/6,4/4,8/8,2/1,6/0,25/23,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110529,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,2/2,0/0,2/2,2/2,0/0,5/1,5/0,3/2,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110530,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,2/2,3/3,0/0,4/4,2/2,6/6,1/0,3/0,3/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110531,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,18/18,0/0,0/0,2/1,2/0,14/13,0/0,0/0,0/0,1/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110601,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,16/16,0/0,2/2,2/1,1/0,5/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110602,0/0,0/0,0/0,1/1,0/0,21/21,0/0,0/0,1/1,0/0,0/0,9/9,0/0,0/0,4/3,3/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110603,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,2/2,0/0,9/9,0/0,3/3,9/7,0/0,4/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110604,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,3/3,0/0,28/10,0/0,0/0,2/1,3/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110605,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,16/16,3/3,0/0,23/4,0/0,0/0,1/0,2/0,15/14,0/0,0/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110606,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/4,1/1,0/0,1/0,0/0,0/0,2/2,2/0,17/16,0/0,0/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0
20110607,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,0/0,0/0,1/0,0/0,0/0,1/0,1/0,3/2,0/0,0/0,0/0,2/0,2/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110608,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,1/0,9/8,0/0,0/0,0/0,0/0,0/0,21/21,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110609,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,1/0,1/1,0/0,0/0,0/0,1/0,11/10,0/0,0/0,0/0,0/0,0/0,20/0,0/0,175/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110610,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,0/0,0/0,0/0,6/6,4/0,14/14,0/0,0/0,0/0,0/0,0/0,3/0,0/0,22/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110611,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,23/22,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110612,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,19/19,0/0,0/0,0/0,1/0,0/0,0/0,0/0,4/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110613,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,9/9,0/0,0/0,18/18,0/0,3/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110614,0/0,0/0,0/0,20/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,5/5,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110615,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,1/1,4/4,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0
20110616,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,5/4,0/0,18/18,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110617,0/0,0/0,2/2,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,14/13,0/0,9/9,0/0,3/0,0/0,0/0,0/0,7/0,0/0,30/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110618,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,12/11,0/0,4/4,0/0,0/0,0/0,1/0,0/0,11/11,0/0,20/20,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110619,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,11/11,0/0,1/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110620,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,1/1,7/7,5/5,0/0,3/3,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110621,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,1/1,4/4,6/6,1/0,26/25,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110622,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/1,0/0,0/0,3/3,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110623,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,2/2,1/0,1/1,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110624,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,2/2,0/0,4/4,6/5,0/0,6/6,0/0,0/0,0/0,0/0,0/0,6/6,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110625,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,11/4,0/0,16/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110626,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,20/20,7/2,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110627,0/0,0/0,0/0,0/0,2/2,9/9,0/0,0/0,0/0,0/0,0/0,19/1,0/0,2/1,7/7,0/0,11/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110628,0/0,0/0,0/0,0/0,2/2,14/14,0/0,0/0,0/0,0/0,15/0,0/0,0/0,5/5,3/3,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110629,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,8/7,0/0,6/6,0/0,0/0,0/0,0/0,0/0,8/8,0/0,4/4,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110630,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,9/4,1/1,10/10,7/7,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110701,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/4,0/0,4/4,18/18,0/0,13/13,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110702,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,4/4,17/17,0/0,6/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110703,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/6,0/0,2/1,5/5,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110704,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,9/9,0/0,2/2,0/0,1/0,0/0,0/0,0/0,8/0,0/0,108/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110705,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,18/3,0/0,3/3,15/15,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20110706,12/12,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,10/0,0/0,0/0,4/4,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110707,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,3/3,21/13,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110708,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110709,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/1,0/0,4/4,6/6,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110710,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,5/5,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110711,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,7/7,3/3,0/0,18/17,0/0,0/0,4/3,0/0,5/5,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110712,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,18/15,0/0,17/17,0/0,0/0,2/0,0/0,1/1,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110713,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,27/26,0/0,0/0,1/0,0/0,1/1,6/5,0/0,59/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110714,4/4,1/1,0/0,0/0,0/0,22/22,0/0,0/0,5/0,0/0,0/0,5/5,0/0,0/0,1/1,0/0,24/22,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0
20110715,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,7/6,0/0,0/0,4/4,0/0,9/9,0/0,0/0,0/0,0/0,0/0,4/4,0/0,27/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110716,6/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,1/1,1/1,0/0,8/8,0/0,0/0,0/0,0/0,0/0,10/6,0/0,158/4,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0
20110717,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,5/3,0/0,11/11,23/20,0/0,0/0,0/0,0/0,1/0,0/0,150/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110718,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,14/12,0/0,0/0,0/0,0/0,20/17,0/0,55/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110719,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/1,0/0,0/0,7/6,0/0,16/16,0/0,1/1,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110720,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/5,0/0,0/0,7/7,0/0,9/9,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110721,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/0,2/2,0/0,0/0,1/1,0/0,10/9,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110722,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,1/1,12/12,0/0,4/4,0/0,0/0,0/0,0/0,0/0,1/1,0/0,2/2,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20110723,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,7/4,0/0,16/16,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110724,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,0/0,4/1,2/2,0/0,22/22,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110725,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/0,0/0,7/0,3/1,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110726,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,6/6,0/0,15/15,0/0,0/0,1/1,0/0,0/0,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110727,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,23/23,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110728,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,21/1,0/0,3/0,1/0,0/0,4/3,2/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110729,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,1/0,0/0,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20110730,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/9,0/0,5/0,3/3,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0
