日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20160214,0/0/0,0/0/0,7/7/1,0/0/0,0/0/0,7/7/1,0/0/0,0/0/0,1/0/0,0/0/0,10/0/0,1/0/0,0/0/0,1/0/0,5/4/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160215,1/1/0,1/1/0,8/8/3,1/1/0,1/1/0,1/1/0,0/0/0,9/8/7,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/1/0,0/0/0,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160216,1/1/1,3/3/0,1/1/1,4/4/2,3/3/0,2/2/2,0/0/0,0/0/0,3/2/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,2/1/0,0/0/0,1/0/0,0/0/0,2/0/0,0/0/0,0/0/0,0/0/0,8/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160217,0/0/0,1/1/0,3/3/2,1/1/1,0/0/0,4/3/2,0/0/0,0/0/0,7/7/0,3/3/1,2/2/0,3/0/0,0/0/0,3/0/0,4/3/1,0/0/0,2/1/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,10/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160218,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,25/23/10,0/0/0,0/0/0,4/4/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,4/3/0,0/0/0,1/0/0,5/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,22/0/0,0/0/0,0/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160219,3/3/0,4/4/0,10/10/2,1/1/0,2/2/0,27/27/6,0/0/0,1/1/0,5/4/3,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/3/0,0/0/0,1/0/0,0/0/0,2/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160220,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,18/18/9,1/1/0,0/0/0,3/3/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,4/3/0,0/0/0,5/4/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,12/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160221,0/0/0,1/1/0,3/3/1,0/0/0,1/1/0,18/17/8,0/0/0,1/1/1,1/1/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,2/1/0,0/0/0,2/1/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,2/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160222,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,6/5/1,0/0/0,0/0/0,0/0/0,5/5/0,0/0/0,1/0/0,0/0/0,1/0/0,2/1/0,0/0/0,4/2/2,3/0/0,5/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160223,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,5/4/2,1/1/0,4/1/0,1/0/0,0/0/0,1/0/0,12/9/1,0/0/0,25/20/2,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/0/0,0/0/0,6/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160224,0/0/0,6/5/0,0/0/0,0/0/0,2/2/0,0/0/0,0/0/0,0/0/0,4/3/1,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,5/4/1,0/0/0,9/8/3,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/0/0,0/0/0,3/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160225,0/0/0,0/0/0,7/7/1,0/0/0,0/0/0,0/0/0,0/0/0,3/3/3,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,20/19/7,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160226,0/0/0,2/2/0,0/0/0,1/1/0,0/0/0,7/7/3,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,11/10/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160227,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,5/4/2,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,1/0/0,0/0/0,1/0/0,2/1/1,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160228,0/0/0,7/6/0,0/0/0,0/0/0,1/1/0,3/3/0,0/0/0,2/1/0,0/0/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,3/2/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160229,0/0/0,0/0/0,0/0/0,19/19/1,0/0/0,2/2/0,0/0/0,2/2/2,0/0/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,8/7/2,0/0/0,2/1/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160301,0/0/0,1/1/0,0/0/0,5/5/3,1/1/0,2/2/1,0/0/0,0/0/0,0/0/0,2/2/0,3/3/0,1/0/0,0/0/0,4/0/0,21/20/7,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160302,2/2/2,0/0/0,1/1/1,2/2/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,1/0/0,0/0/0,1/0/0,8/7/3,0/0/0,20/18/3,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160303,0/0/0,0/0/0,2/2/1,0/0/0,0/0/0,21/20/7,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,7/6/1,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160304,1/1/0,0/0/0,4/4/2,0/0/0,0/0/0,5/5/4,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,15/14/2,0/0/0,9/7/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160305,1/1/1,3/3/0,5/5/1,0/0/0,3/3/0,2/2/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,1/0/0,0/0/0,1/0/0,13/12/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160306,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,6/6/1,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,1/0/0,0/0/0,1/0/0,15/14/4,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,4/4/1,0/0/0,5/5/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160307,0/0/0,1/1/0,2/2/1,0/0/0,0/0/0,3/3/1,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,2/0/0,0/0/0,1/0/0,15/13/1,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160308,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,10/10/3,0/0/0,0/0/0,6/6/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,9/8/3,0/0/0,1/0/0,0/0/0,2/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160309,0/0/0,1/1/0,2/2/1,0/0/0,1/1/0,7/7/3,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,14/10/0,3/1/0,18/5/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,4/4/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160310,0/0/0,1/1/0,4/4/0,3/3/1,1/1/0,5/5/3,0/0/0,0/0/0,3/1/0,3/3/0,2/0/0,1/0/0,0/0/0,1/0/0,15/14/4,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,9/0/0,0/0/0,4/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160311,0/0/0,2/2/0,1/1/0,0/0/0,0/0/0,11/11/2,0/0/0,1/1/1,0/0/0,4/3/0,0/0/0,1/0/0,0/0/0,1/0/0,20/19/1,0/0/0,16/15/4,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,7/2/2,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160312,0/0/0,1/1/0,9/9/3,0/0/0,0/0/0,6/5/0,0/0/0,2/2/1,0/0/0,5/5/0,0/0/0,1/0/0,0/0/0,1/0/0,11/10/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,3/3/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160313,0/0/0,1/1/0,3/2/0,0/0/0,0/0/0,5/5/2,0/0/0,0/0/0,14/14/6,2/2/0,0/0/0,1/0/0,0/0/0,1/0/0,23/21/5,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/2/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160314,1/1/0,1/1/1,0/0/0,6/6/1,0/0/0,4/4/2,0/0/0,0/0/0,5/0/0,0/0/0,1/0/0,3/0/0,1/1/0,1/0/0,23/22/7,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/2/1,0/0/0,9/9/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160315,2/2/0,0/0/0,1/1/0,0/0/0,0/0/0,11/11/5,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,2/2/1,2/2/0,0/0/0,22/21/4,1/0/0,2/1/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,8/8/1,0/0/0,2/2/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160316,1/1/1,0/0/0,12/12/2,0/0/0,0/0/0,12/11/5,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,6/6/1,7/6/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,3/3/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160317,0/0/0,0/0/0,7/7/0,0/0/0,0/0/0,15/15/6,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,6/6/2,14/13/2,0/0/0,5/4/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/2/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160318,1/1/1,0/0/0,2/2/0,0/0/0,1/1/0,19/18/3,0/0/0,4/4/1,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,21/20/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,4/4/3,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160319,2/2/1,0/0/0,4/4/1,0/0/0,1/1/0,25/25/4,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,1/1/0,0/0/0,17/16/4,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160320,1/1/1,0/0/0,0/0/0,0/0/0,1/1/0,32/31/21,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/1/0,3/3/0,10/10/2,22/20/5,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/2/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160321,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,21/20/13,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,2/1/0,0/0/0,20/19/5,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160322,0/0/0,1/1/0,1/1/1,0/0/0,3/3/0,20/19/12,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/2/1,0/0/0,0/0/0,8/7/1,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160323,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,24/24/12,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/1/1,1/1/0,7/7/3,2/1/0,0/0/0,3/2/0,0/0/0,2/0/0,0/0/0,0/0/0,0/0/0,7/6/3,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160324,4/4/0,1/1/0,2/2/2,0/0/0,3/3/0,17/16/9,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,5/5/2,0/0/0,1/1/0,9/8/1,0/0/0,7/6/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160325,0/0/0,0/0/0,3/3/1,0/0/0,0/0/0,24/24/19,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,9/9/3,1/1/0,2/1/0,11/6/0,3/1/0,9/5/3,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160326,2/2/0,1/1/0,5/5/2,2/2/0,3/3/0,27/26/13,0/0/0,1/1/1,1/0/0,0/0/0,1/0/0,9/8/2,0/0/0,2/2/0,2/1/0,8/5/0,6/5/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160327,0/0/0,1/1/0,12/12/3,0/0/0,2/2/0,28/28/14,0/0/0,8/7/7,1/0/0,0/0/0,1/0/0,5/5/1,0/0/0,1/1/0,5/4/1,1/1/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160328,1/0/0,0/0/0,3/3/0,0/0/0,1/1/0,36/35/16,0/0/0,10/9/8,2/0/0,0/0/0,1/0/0,2/2/1,0/0/0,1/1/1,10/0/0,1/1/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,5/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160329,4/4/4,0/0/0,0/0/0,0/0/0,0/0/0,32/32/15,0/0/0,0/0/0,2/0/0,0/0/0,1/0/0,0/0/0,3/3/0,0/0/0,19/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,14/5/0,1/1/0,7/6/4,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160330,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,33/32/6,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160331,0/0/0,0/0/0,0/0/0,1/1/0,1/1/0,15/15/2,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,3/3/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160401,1/1/0,0/0/0,1/1/0,0/0/0,0/0/0,4/4/2,0/0/0,0/0/0,10/0/0,0/0/0,1/0/0,1/1/0,0/0/0,0/0/0,13/13/1,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160402,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/1/1,0/0/0,0/0/0,13/12/2,2/1/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160403,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,4/4/1,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160404,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,4/4/0,0/0/0,1/1/0,11/10/4,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160405,3/3/3,0/0/0,0/0/0,0/0/0,1/1/0,2/2/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/3/1,0/0/0,0/0/0,25/23/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,6/6/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160406,6/6/0,0/0/0,0/0/0,3/3/1,0/0/0,2/2/1,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,2/2/0,0/0/0,0/0/0,7/5/3,0/0/0,3/1/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160407,0/0/0,0/0/0,0/0/0,4/3/2,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,6/1/0,0/0/0,1/1/1,25/22/5,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160408,2/2/1,0/0/0,0/0/0,4/4/4,0/0/0,2/2/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/0/0,0/0/0,1/0/0,13/12/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,5/5/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160409,9/9/3,0/0/0,0/0/0,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,14/13/5,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,3/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160410,4/4/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,2/2/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,7/6/1,0/0/0,3/3/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160411,0/0/0,0/0/0,1/1/0,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,8/7/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160412,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,1/1/0,0/0/0,0/0/0,13/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,1/1/0,0/0/0,17/12/5,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
