日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20160413,6/6/1,0/0/0,0/0/0,6/6/1,0/0/0,5/5/4,0/0/0,0/0/0,81/0/0,0/0/0,1/0/0,1/0/0,0/0/0,3/0/0,6/5/0,0/0/0,6/4/2,0/0/0,4/0/0,0/0/0,0/0/0,0/0/0,1/1/1,0/0/0,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160414,5/4/0,0/0/0,0/0/0,6/6/1,0/0/0,33/32/21,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,11/0/0,2/1/1,0/0/0,6/4/4,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160415,6/6/3,0/0/0,0/0/0,8/8/3,0/0/0,17/15/7,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,2/2/0,0/0/0,11/9/2,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160416,1/1/0,0/0/0,1/1/1,0/0/0,0/0/0,33/32/11,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,2/2/0,0/0/0,0/0/0,1/0/0,0/0/0,2/1/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160417,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,26/24/11,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,4/4/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160418,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,16/16/11,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,22/21/2,0/0/0,3/2/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160419,10/10/4,0/0/0,0/0/0,4/4/0,0/0/0,16/16/8,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/1/0,0/0/0,2/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160420,0/0/0,0/0/0,0/0/0,6/6/0,0/0/0,13/11/10,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/1/1,0/0/0,0/0/0,1/0/0,0/0/0,5/2/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160421,1/1/1,0/0/0,0/0/0,0/0/0,0/0/0,25/23/15,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,11/11/0,0/0/0,0/0/0,6/5/1,0/0/0,3/1/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160422,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,40/37/19,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/3/0,0/0/0,0/0/0,24/23/7,0/0/0,8/6/4,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,4/3/0,0/0/0,4/1/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160423,3/3/1,0/0/0,0/0/0,2/2/1,0/0/0,0/0/0,1/1/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,21/16/1,1/0/0,25/19/6,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160424,0/0/0,2/2/0,18/18/0,6/6/4,5/5/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,5/2/0,0/0/0,0/0/0,29/21/3,0/0/0,8/6/4,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160425,0/0/0,1/1/0,7/6/3,4/4/0,1/1/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,2/2/0,0/0/0,0/0/0,28/20/4,0/0/0,7/0/0,4/0/0,3/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160426,8/8/2,0/0/0,2/2/2,15/15/7,1/1/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,2/2/0,0/0/0,0/0/0,1/0/0,0/0/0,2/0/0,10/8/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160427,3/3/0,0/0/0,0/0/0,4/4/1,1/1/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/3/0,0/0/0,0/0/0,1/0/0,0/0/0,3/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/2/1,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160428,1/1/0,0/0/0,10/10/3,6/6/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,8/5/1,0/0/0,0/0/0,1/0/0,0/0/0,13/10/8,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/1/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160429,2/2/0,0/0/0,7/7/3,3/3/2,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,3/0/0,0/0/0,1/0/0,7/6/2,1/1/0,11/10/5,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160430,0/0/0,0/0/0,2/2/1,16/15/10,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,5/0/0,1/0/0,15/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,2/2/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160501,30/29/5,0/0/0,1/1/0,7/6/1,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,7/6/0,0/0/0,0/0/0,4/1/1,0/0/0,2/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,3/3/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160502,11/11/0,0/0/0,28/28/7,9/8/3,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,3/2/2,0/0/0,5/3/3,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160503,1/1/0,0/0/0,0/0/0,2/2/1,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/1/1,0/0/0,0/0/0,2/1/0,0/0/0,3/2/2,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160504,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,6/0/0,0/0/0,1/0/0,1/0/0,0/0/0,6/5/2,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160505,0/0/0,0/0/0,2/2/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,3/2/0,0/0/0,2/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160506,0/0/0,4/4/0,6/6/4,0/0/0,4/4/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,3/2/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160507,0/0/0,0/0/0,12/12/2,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,2/1/1,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,3/3/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160508,0/0/0,0/0/0,3/3/3,0/0/0,0/0/0,0/0/0,1/1/1,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160509,0/0/0,0/0/0,0/0/0,1/1/0,1/1/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,2/0/0,0/0/0,1/0/0,13/12/3,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,2/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160510,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,1/0/0,0/0/0,1/0/0,8/5/0,0/0/0,3/2/0,0/0/0,3/0/0,0/0/0,0/0/0,0/0/0,13/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
20160511,5/5/0,0/0/0,0/0/0,0/0/0,0/0/0,5/5/1,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,1/1/0,0/0/0,15/13/3,0/0/0,2/1/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,1/0/0,0/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0,0/0/0
