日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20150615,7/6,0/0,0/0,6/6,0/0,5/5,0/0,0/0,13/3,0/0,5/1,1/0,0/0,4/0,11/10,0/0,2/1,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150616,2/2,0/0,0/0,1/1,0/0,0/0,0/0,0/0,10/4,0/0,1/0,1/0,0/0,2/0,4/2,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150617,1/1,0/0,0/0,2/2,0/0,2/2,0/0,0/0,20/20,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150618,1/1,0/0,0/0,3/3,1/1,0/0,0/0,0/0,8/3,0/0,2/0,1/0,0/0,1/0,7/6,0/0,1/0,0/0,1/0,7/2,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150619,1/1,1/1,0/0,1/1,1/1,3/3,0/0,0/0,7/6,0/0,0/0,1/0,0/0,1/0,7/6,0/0,2/0,0/0,1/0,2/2,0/0,0/0,1/0,0/0,10/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150620,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,14/3,0/0,1/0,1/0,0/0,2/0,2/1,0/0,1/0,0/0,1/0,0/0,0/0,0/0,2/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150621,1/1,0/0,0/0,0/0,0/0,5/5,0/0,0/0,4/1,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,11/9,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150622,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,4/3,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150623,1/1,0/0,0/0,1/1,0/0,5/5,0/0,0/0,0/0,0/0,8/8,1/0,0/0,7/0,3/2,0/0,1/0,0/0,1/0,0/0,0/0,0/0,9/7,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150624,2/2,0/0,0/0,1/1,0/0,11/11,0/0,0/0,4/4,0/0,0/0,1/0,0/0,1/0,3/2,0/0,1/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150625,2/2,0/0,0/0,7/7,0/0,8/7,0/0,0/0,3/3,0/0,0/0,1/0,0/0,1/0,4/3,0/0,2/1,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150626,2/2,0/0,0/0,0/0,0/0,11/11,1/1,0/0,16/9,0/0,1/0,1/0,0/0,1/0,2/1,0/0,1/0,8/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150627,12/10,0/0,0/0,3/3,0/0,0/0,0/0,0/0,11/11,0/0,0/0,1/0,0/0,1/0,12/12,0/0,1/0,0/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150628,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,1/0,0/0,1/0,6/5,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150629,8/8,0/0,0/0,4/4,1/1,0/0,0/0,0/0,16/11,0/0,0/0,1/0,0/0,1/0,9/8,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150630,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,13/2,0/0,3/0,1/0,0/0,4/0,8/7,0/0,3/2,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150701,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,1/0,0/0,2/0,5/4,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150702,18/18,0/0,8/7,3/3,0/0,0/0,0/0,0/0,29/28,0/0,7/6,1/0,0/0,2/0,11/10,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150703,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,19/19,0/0,0/0,1/0,0/0,1/0,2/1,0/0,3/0,0/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150704,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/15,1/1,2/2,1/0,0/0,1/0,5/2,0/0,10/6,0/0,1/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150705,2/1,0/0,2/2,0/0,0/0,0/0,0/0,0/0,18/10,0/0,3/1,1/0,0/0,1/0,2/1,0/0,15/8,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150706,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,18/18,0/0,0/0,1/0,0/0,1/0,3/2,0/0,1/0,5/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150707,2/2,0/0,6/6,4/4,0/0,0/0,0/0,0/0,26/26,0/0,0/0,2/0,0/0,3/0,3/2,0/0,1/0,0/0,4/0,0/0,0/0,0/0,9/2,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150708,14/14,0/0,0/0,19/19,0/0,0/0,0/0,0/0,33/18,0/0,2/0,1/0,0/0,1/0,6/5,0/0,1/0,0/0,2/0,0/0,0/0,0/0,5/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150709,4/4,0/0,0/0,23/22,0/0,3/3,0/0,0/0,26/21,0/0,4/4,1/0,0/0,2/0,1/0,0/0,2/1,0/0,1/0,0/0,0/0,0/0,8/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150710,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,0/0,1/0,1/0,0/0,1/0,2/2,0/0,13/10,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150711,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,1/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150712,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/5,3/3,1/0,1/0,0/0,1/0,1/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150713,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/3,0/0,0/0,3/0,0/0,2/0,6/5,0/0,1/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150714,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,10/10,0/0,0/0,1/0,0/0,1/0,6/5,0/0,3/2,2/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150715,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,1/0,0/0,1/0,20/19,0/0,6/4,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150716,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,6/6,1/1,0/0,1/0,0/0,1/0,9/8,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150717,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,11/11,2/2,0/0,1/0,0/0,1/0,8/7,0/0,2/1,8/0,1/0,0/0,0/0,0/0,12/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150718,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,14/14,0/0,0/0,1/0,0/0,1/0,4/3,0/0,2/0,75/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150719,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,1/1,1/0,0/0,1/0,4/3,0/0,3/2,0/0,1/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150720,0/0,0/0,0/0,0/0,0/0,3/3,0/0,1/1,5/5,0/0,0/0,1/0,0/0,4/0,4/3,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150721,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,4/4,5/5,0/0,3/0,0/0,2/0,3/1,0/0,18/15,0/0,1/0,0/0,0/0,0/0,1/1,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150722,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,2/2,3/3,0/0,1/0,0/0,1/0,3/2,0/0,18/16,42/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150723,0/0,0/0,0/0,0/0,0/0,5/5,0/0,1/1,1/1,1/1,0/0,1/0,0/0,1/0,10/3,0/0,43/0,0/0,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150724,0/0,0/0,0/0,0/0,0/0,15/15,0/0,29/29,10/10,0/0,0/0,1/0,0/0,1/0,5/4,0/0,1/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150725,1/1,0/0,0/0,1/1,0/0,13/12,0/0,3/2,1/1,1/1,0/0,2/1,1/1,0/0,2/1,0/0,1/0,0/0,0/0,1/1,0/0,0/0,8/8,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150726,20/20,3/3,0/0,1/1,3/3,8/7,0/0,0/0,13/8,2/2,0/0,2/0,0/0,1/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150727,5/5,0/0,0/0,2/2,0/0,20/20,0/0,0/0,11/0,0/0,1/0,0/0,0/0,0/0,4/3,0/0,2/0,0/0,0/0,0/0,0/0,0/0,5/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150728,0/0,0/0,0/0,3/3,0/0,7/7,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,8/7,0/0,1/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150729,3/2,0/0,0/0,1/1,0/0,6/6,0/0,1/1,1/0,0/0,1/0,2/2,0/0,1/1,19/18,0/0,2/1,3/3,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150730,6/6,0/0,0/0,1/1,0/0,8/7,0/0,0/0,1/0,0/0,1/0,2/2,0/0,0/0,30/29,0/0,6/5,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150731,4/3,2/2,0/0,0/0,2/2,3/3,0/0,3/2,3/0,0/0,1/0,0/0,0/0,0/0,8/5,0/0,1/0,0/0,0/0,0/0,0/0,0/0,9/7,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150801,3/3,0/0,0/0,0/0,0/0,4/4,0/0,0/0,2/0,0/0,1/0,1/1,0/0,2/2,27/21,0/0,3/2,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150802,0/0,4/4,0/0,2/2,4/4,1/1,0/0,0/0,1/0,0/0,1/0,0/0,0/0,1/1,5/4,0/0,11/10,0/0,0/0,0/0,0/0,1/0,4/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150803,0/0,0/0,0/0,1/0,0/0,7/7,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,3/2,0/0,3/2,0/0,0/0,0/0,0/0,1/1,2/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150804,0/0,0/0,0/0,1/1,0/0,7/7,0/0,0/0,1/0,0/0,1/0,0/0,0/0,4/4,7/6,0/0,6/4,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150805,0/0,0/0,0/0,2/2,0/0,2/2,0/0,0/0,1/0,0/0,1/0,0/0,0/0,5/4,2/0,0/0,6/4,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150806,0/0,0/0,0/0,2/2,0/0,13/13,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,8/7,0/0,4/3,6/5,1/0,0/0,0/0,0/0,3/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150807,1/1,0/0,0/0,3/3,0/0,1/1,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,3/2,0/0,14/13,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150808,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,11/10,124/122,2/0,0/0,0/0,0/0,9/5,0/0,5/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150809,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,20/0,2/0,0/0,2/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,9/5,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150810,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/0,0/0,2/0,4/1,0/0,1/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150811,32/32,0/0,0/0,17/17,1/1,0/0,0/0,0/0,6/0,0/0,1/0,0/0,0/0,0/0,14/13,0/0,1/0,0/0,0/0,0/0,0/0,0/0,16/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150812,2/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,12/1,0/0,1/0,0/0,0/0,0/0,12/11,0/0,5/4,0/0,0/0,0/0,0/0,0/0,4/4,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150813,0/0,0/0,0/0,3/3,0/0,33/33,0/0,0/0,6/6,3/3,1/1,0/0,0/0,0/0,1/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150814,3/3,0/0,0/0,0/0,0/0,9/8,0/0,0/0,7/1,1/1,0/0,1/0,0/0,12/2,1/0,0/0,2/1,0/0,0/0,0/0,0/0,0/0,8/8,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150815,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150816,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/3,0/0,2/2,0/0,0/0,0/0,10/8,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150817,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/10,1/1,5/0,0/0,0/0,0/0,3/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150818,2/2,0/0,0/0,0/0,0/0,1/1,0/0,0/0,5/5,0/0,0/0,0/0,1/1,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150819,0/0,0/0,0/0,0/0,2/1,2/2,0/0,0/0,7/6,0/0,0/0,5/5,0/0,0/0,0/0,0/0,2/1,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150820,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,2/2,0/0,0/0,0/0,0/0,1/0,3/2,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150821,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,16/16,1/1,0/0,0/0,0/0,0/0,6/6,1/0,1/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150822,1/1,2/2,0/0,0/0,2/2,1/1,0/0,0/0,0/0,1/1,0/0,0/0,0/0,1/1,15/14,1/0,1/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150823,0/0,2/2,0/0,0/0,3/2,1/1,0/0,0/0,1/1,0/0,1/1,0/0,0/0,2/2,33/32,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150824,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,7/7,0/0,1/1,7/7,0/0,3/3,1/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,10/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150825,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,15/11,0/0,3/1,0/0,0/0,9/9,0/0,0/0,9/1,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150826,0/0,0/0,0/0,1/1,0/0,3/3,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,1/0,0/0,3/2,0/0,3/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150827,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/0,0/0,2/0,3/3,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150828,0/0,1/1,0/0,0/0,2/2,2/2,0/0,0/0,2/0,0/0,2/0,0/0,0/0,0/0,1/0,0/0,2/1,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150829,0/0,0/0,0/0,0/0,3/3,2/1,0/0,1/1,1/0,0/0,2/0,0/0,0/0,0/0,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150830,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,5/0,0/0,4/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150831,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,3/0,0/0,1/0,0/0,0/0,3/3,9/8,0/0,7/6,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150901,3/3,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,1/0,1/1,0/0,1/1,9/7,0/0,10/8,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150902,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,6/5,0/0,5/4,0/0,0/0,0/0,0/0,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150903,0/0,0/0,0/0,2/2,0/0,11/10,0/0,1/1,1/0,0/0,1/0,2/2,0/0,0/0,5/4,0/0,1/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150904,1/1,1/1,0/0,0/0,1/1,17/16,0/0,0/0,1/0,0/0,1/0,0/0,1/1,0/0,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150905,4/4,0/0,0/0,0/0,0/0,23/23,0/0,0/0,1/0,0/0,1/0,6/6,0/0,0/0,7/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150906,1/1,0/0,0/0,0/0,0/0,13/13,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,5/5,0/0,3/2,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150907,0/0,0/0,0/0,0/0,0/0,8/7,0/0,3/3,8/0,0/0,2/0,1/1,0/0,3/3,13/9,0/0,1/0,0/0,0/0,1/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150908,7/7,1/1,0/0,0/0,0/0,4/4,0/0,1/1,1/0,0/0,1/0,1/1,0/0,0/0,3/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150909,1/1,2/2,0/0,1/1,1/1,14/13,0/0,1/1,3/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,21/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150910,7/7,2/2,0/0,0/0,2/2,19/19,0/0,1/1,1/0,0/0,1/0,1/1,1/1,0/0,3/1,0/0,1/0,1/0,0/0,0/0,0/0,0/0,5/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
