日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20120225,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,2/2,0/0,0/0,6/6,9/9,10/10,0/0,37/37,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120226,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/1,11/11,12/11,0/0,31/31,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120227,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,4/4,1/1,6/6,0/0,31/30,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120228,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,3/3,23/5,0/0,26/26,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120229,0/0,1/1,0/0,0/0,8/8,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,6/6,12/4,0/0,0/0,0/0,0/0,0/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120301,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,5/5,9/9,0/0,4/4,0/0,0/0,0/0,0/0,10/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120302,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,2/2,0/0,7/7,5/5,0/0,24/24,0/0,0/0,0/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120303,0/0,0/0,0/0,0/0,2/2,8/8,0/0,0/0,0/0,2/2,0/0,1/1,0/0,25/25,1/0,1/0,15/15,1/0,0/0,0/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120304,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,11/11,1/1,0/0,2/2,0/0,0/0,0/0,0/0,16/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120305,7/7,1/1,0/0,0/0,2/2,2/2,0/0,0/0,4/0,5/5,0/0,5/1,2/2,4/4,4/4,0/0,11/11,0/0,0/0,0/0,0/0,11/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120306,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,3/3,7/7,5/2,0/0,26/26,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120307,2/2,1/1,0/0,0/0,1/1,0/0,0/0,0/0,1/1,4/4,0/0,5/1,5/5,3/3,28/7,0/0,8/8,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120308,0/0,0/0,0/0,0/0,0/0,26/26,0/0,0/0,0/0,5/5,0/0,0/0,2/2,16/15,5/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120309,0/0,0/0,0/0,0/0,0/0,0/0,1/1,10/9,0/0,2/2,0/0,5/1,2/2,18/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120310,0/0,0/0,0/0,0/0,0/0,0/0,2/1,0/0,0/0,4/4,0/0,0/0,4/4,1/1,0/0,0/0,2/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120311,2/2,0/0,0/0,0/0,0/0,4/4,2/2,0/0,7/3,5/5,0/0,0/0,3/3,0/0,0/0,0/0,26/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120312,0/0,0/0,0/0,0/0,0/0,7/7,1/1,7/7,10/3,4/4,0/0,2/2,0/0,0/0,0/0,0/0,159/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120313,0/0,5/5,0/0,0/0,3/3,0/0,0/0,0/0,1/0,0/0,0/0,6/1,4/4,0/0,0/0,0/0,24/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120314,8/7,1/1,1/1,0/0,2/2,2/2,1/1,0/0,0/0,0/0,0/0,0/0,4/4,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120315,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120316,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120317,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120318,0/0,3/3,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120319,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120320,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/0,2/2,3/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120321,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,8/5,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120322,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120323,22/22,5/5,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,2/2,1/1,1/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120324,0/0,1/1,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,21/21,4/4,4/4,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120325,0/0,2/2,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,16/4,3/3,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120326,0/0,0/0,0/0,0/0,0/0,13/12,0/0,0/0,0/0,0/0,0/0,1/0,3/3,14/14,10/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120327,0/0,0/0,0/0,0/0,0/0,18/18,0/0,0/0,0/0,0/0,7/0,5/0,2/2,32/31,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120328,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,24/23,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120329,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,1/1,3/3,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120330,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,8/8,6/6,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120331,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,10/9,2/2,24/21,6/6,0/0,32/32,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120401,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,3/1,3/3,28/28,23/19,0/0,32/32,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120402,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,33/33,21/21,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120403,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/12,3/3,6/6,1/1,0/0,16/16,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120404,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,7/7,5/5,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120405,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,15/3,0/0,23/3,7/6,0/0,10/9,0/0,0/0,0/0,4/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120406,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,3/3,1/1,6/5,0/0,34/33,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120407,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,3/3,0/0,3/3,4/4,0/0,4/4,46/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120408,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,2/1,0/0,30/30,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120409,0/0,2/2,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,4/0,3/3,15/13,3/1,0/0,23/22,0/0,0/0,11/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120410,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,14/14,2/2,0/0,0/0,0/0,10/10,0/0,1/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120411,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,2/2,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,8/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120412,0/0,1/1,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,9/9,3/3,3/3,4/4,0/0,4/4,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120413,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,27/27,1/1,0/0,5/5,0/0,21/21,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120414,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,23/21,4/4,1/0,3/2,2/0,29/29,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120415,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,10/10,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120416,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,19/19,0/0,2/2,14/14,0/0,36/35,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120417,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,24/12,2/2,5/5,9/8,0/0,30/30,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120418,0/0,0/0,0/0,0/0,0/0,28/28,0/0,0/0,2/0,0/0,0/0,8/8,1/1,0/0,7/7,0/0,20/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120419,8/7,0/0,0/0,0/0,0/0,15/14,0/0,0/0,0/0,0/0,0/0,16/6,3/3,1/1,18/18,0/0,24/24,0/0,0/0,0/0,0/0,0/0,5/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120420,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,3/0,1/1,0/0,2/2,0/0,23/23,0/0,0/0,0/0,0/0,0/0,18/0,0/0,0/0,0/0,0/0,3/0,2/0,3/0,0/0,0/0,0/0,0/0
20120421,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,9/7,0/0,2/2,5/4,0/0,17/16,0/0,0/0,0/0,0/0,0/0,5/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120422,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,4/4,0/0,0/0,0/0,0/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120423,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,2/2,0/0,10/6,1/1,0/0,8/8,0/0,14/14,0/0,0/0,0/0,0/0,0/0,5/5,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120424,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,2/2,0/0,8/8,0/0,2/2,6/6,0/0,18/18,0/0,0/0,0/0,0/0,0/0,29/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120425,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,1/1,0/0,0/0,5/5,0/0,27/27,0/0,1/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120426,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,6/3,1/1,1/1,10/10,0/0,33/33,0/0,0/0,0/0,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120427,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,2/2,1/1,1/1,12/12,0/0,31/31,0/0,0/0,0/0,0/0,0/0,14/14,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120428,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,5/5,0/0,1/1,17/17,0/0,23/23,0/0,0/0,0/0,0/0,0/0,16/16,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120429,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,4/4,0/0,1/1,0/0,4/4,19/18,0/0,28/28,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120430,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,9/4,2/2,3/3,8/8,0/0,32/32,0/0,0/0,0/0,0/0,0/0,6/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120501,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,4/4,0/0,0/0,14/13,0/0,4/3,0/0,0/0,0/0,0/0,0/0,8/8,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120502,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/15,0/0,3/3,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120503,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/0,4/4,0/0,0/0,0/0,0/0,6/5,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120504,0/0,0/0,0/0,0/0,0/0,12/12,6/6,0/0,0/0,1/1,0/0,0/0,0/0,0/0,5/5,0/0,9/9,48/0,0/0,18/3,0/0,0/0,15/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120505,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,2/2,0/0,1/1,3/0,3/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120506,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120507,1/1,0/0,10/10,1/1,0/0,15/14,0/0,3/3,0/0,4/4,0/0,0/0,0/0,0/0,12/12,0/0,15/15,0/0,0/0,0/0,0/0,0/0,6/6,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120508,0/0,0/0,0/0,0/0,0/0,24/24,0/0,0/0,6/2,5/5,2/2,0/0,0/0,3/2,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120509,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,4/4,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120510,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,4/4,0/0,0/0,1/0,0/0,0/0,6/6,0/0,1/1,0/0,0/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120511,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,5/5,0/0,10/10,0/0,0/0,0/0,0/0,0/0,5/5,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120512,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120513,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,7/7,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120514,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/2,0/0,0/0,0/0,0/0,0/0,4/2,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120515,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/0,1/1,0/0,0/0,0/0,0/0,6/6,0/0,27/26,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120516,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/3,1/1,0/0,0/0,0/0,0/0,1/1,0/0,34/33,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120517,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,33/33,0/0,0/0,0/0,0/0,0/0,22/22,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120518,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,28/28,2/2,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120519,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,35/35,0/0,0/0,0/0,0/0,0/0,9/7,1/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120520,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,14/14,1/1,0/0,0/0,0/0,0/0,4/4,0/0,35/35,0/0,0/0,0/0,0/0,0/0,7/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120521,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,4/3,3/3,0/0,0/0,0/0,0/0,6/6,0/0,29/29,0/0,0/0,0/0,0/0,0/0,9/4,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120522,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,1/1,17/0,0/0,0/0,0/0,155/2,0/0,28/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
