日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20120523,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,80/12,0/0,3/0,0/0,0/0,0/0,0/0,0/0,18/14,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120524,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,23/21,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120525,12/12,0/0,0/0,0/0,0/0,8/7,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120526,0/0,0/0,0/0,0/0,0/0,23/23,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,20/9,0/0,20/20,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120527,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/4,3/3,0/0,0/0,0/0,0/0,1/1,0/0,5/5,0/0,0/0,0/0,0/0,0/0,4/4,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120528,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/0,1/1,0/0,0/0,0/0,0/0,1/1,0/0,20/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120529,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,20/19,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120530,5/5,0/0,0/0,0/0,0/0,16/16,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,7/7,0/0,24/24,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120531,7/7,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,14/13,0/0,0/0,0/0,0/0,0/0,4/3,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120601,0/0,1/1,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,1/1,0/0,7/7,0/0,0/0,0/0,0/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120602,0/0,2/2,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,7/7,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120603,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,8/0,0/0,12/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120604,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120605,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,3/3,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120606,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,1/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120607,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,2/2,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120608,6/6,0/0,0/0,0/0,1/1,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,2/2,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120609,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120610,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,8/8,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120611,9/9,1/1,0/0,5/5,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,12/10,0/0,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120612,33/33,1/1,0/0,30/30,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,20/19,0/0,0/0,0/0,0/0,0/0,9/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120613,11/11,1/1,0/0,4/4,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,9/5,0/0,25/23,0/0,0/0,0/0,0/0,0/0,28/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120614,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,7/7,0/0,19/18,0/0,0/0,0/0,0/0,0/0,13/0,0/0,9/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120615,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/1,0/0,0/0,0/0,0/0,0/0,6/6,0/0,20/19,0/0,0/0,0/0,0/0,2/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120616,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120617,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,23/22,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120618,15/15,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,20/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,9/0,0/0,3/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120619,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,3/3,0/0,22/22,0/0,0/0,1/1,0/0,0/0,17/0,0/0,16/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120620,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,2/0,1/1,2/0,0/0,0/0,0/0,1/1,0/0,35/31,0/0,0/0,0/0,2/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120621,20/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,29/28,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120622,28/28,0/0,0/0,29/29,5/5,0/0,1/1,0/0,8/8,0/0,0/0,0/0,0/0,0/0,4/4,0/0,16/15,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120623,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,23/22,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120624,1/1,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,41/36,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120625,15/15,0/0,0/0,19/19,0/0,6/6,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,29/26,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120626,17/17,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,27/26,0/0,0/0,0/0,0/0,0/0,36/0,0/0,7/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120627,21/21,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,2/2,0/0,28/27,0/0,0/0,0/0,0/0,0/0,17/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120628,24/24,0/0,0/0,0/0,2/2,4/4,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,3/3,0/0,33/33,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120629,31/31,0/0,12/12,20/20,0/0,12/12,0/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,31/31,0/0,0/0,0/0,0/0,0/0,3/0,0/0,9/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120630,18/18,0/0,0/0,4/4,0/0,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,29/28,0/0,0/0,0/0,0/0,0/0,24/0,0/0,0/0,13/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120701,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,34/32,0/0,0/0,0/0,0/0,0/0,23/23,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120702,26/26,0/0,0/0,5/5,0/0,15/14,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,30/27,26/9,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120703,34/34,0/0,0/0,32/32,0/0,21/21,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,2/2,0/0,28/26,1/0,0/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120704,19/19,0/0,0/0,0/0,0/0,18/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,39/36,0/0,0/0,0/0,0/0,0/0,27/3,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120705,18/18,0/0,0/0,30/30,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,30/30,0/0,0/0,0/0,0/0,0/0,24/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120706,18/18,0/0,0/0,7/6,0/0,30/30,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/6,0/0,30/29,0/0,0/0,0/0,0/0,0/0,16/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120707,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,34/31,0/0,0/0,0/0,0/0,0/0,17/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120708,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,36/34,0/0,0/0,0/0,0/0,0/0,0/0,0/0,21/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120709,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,24/1,0/0,31/30,0/0,0/0,0/0,0/0,0/0,2/0,0/0,17/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120710,6/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120711,10/9,0/0,0/0,0/0,1/1,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120712,0/0,1/1,0/0,0/0,3/2,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,22/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120713,2/2,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,13/2,0/0,0/0,0/0,0/0,0/0,0/0,1/0,22/22,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120714,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,1/1,0/0,4/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120715,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/1,2/2,0/0,0/0,1/1,0/0,0/0,0/0,36/34,0/0,0/0,18/13,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120716,14/14,0/0,1/1,0/0,1/1,0/0,0/0,1/1,3/0,0/0,0/0,0/0,3/3,6/6,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120717,20/20,0/0,0/0,28/28,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,5/5,6/6,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,8/8,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120718,8/8,1/1,0/0,0/0,1/1,17/17,0/0,0/0,0/0,0/0,0/0,0/0,5/5,15/15,0/0,0/0,7/6,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120719,2/2,0/0,0/0,0/0,0/0,32/32,2/2,0/0,0/0,0/0,0/0,0/0,0/0,22/22,0/0,0/0,32/30,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120720,0/0,0/0,0/0,19/16,1/1,12/12,0/0,0/0,0/0,0/0,8/0,0/0,0/0,10/10,0/0,0/0,25/25,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120721,4/4,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,34/34,0/0,0/0,0/0,0/0,0/0,1/1,1/1,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120722,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,20/20,0/0,0/0,0/0,0/0,0/0,8/7,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120723,14/14,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/0,0/0,4/4,0/0,0/0,7/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120724,12/12,0/0,0/0,3/3,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,2/2,2/2,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120725,20/20,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,2/2,4/4,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,4/4,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120726,6/5,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,2/0,0/0,0/0,8/8,8/8,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120727,7/7,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120728,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,2/2,0/0,6/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120729,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,2/2,0/0,0/0,0/0,14/0,0/0,0/0,0/0,12/12,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120730,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,3/3,0/0,0/0,0/0,1/0,0/0,0/0,0/0,20/20,1/1,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120731,1/1,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,9/0,3/2,0/0,12/9,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120801,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,7/0,12/12,0/0,3/3,9/8,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120802,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,3/0,9/6,0/0,0/0,70/3,10/0,14/5,0/0,0/0,0/0,0/0,0/0,17/17,0/0,28/28,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120803,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/11,4/4,2/2,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120804,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,24/21,1/1,9/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120805,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120806,6/6,0/0,0/0,0/0,0/0,6/6,0/0,0/0,2/0,0/0,1/0,2/2,0/0,5/5,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,0/0,16/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120807,2/2,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,4/4,0/0,16/16,24/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120808,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,11/1,0/0,7/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120809,2/2,1/1,0/0,0/0,1/1,11/11,0/0,0/0,0/0,0/0,0/0,1/1,6/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120810,14/14,1/1,0/0,1/1,2/2,10/10,0/0,0/0,0/0,0/0,5/0,15/14,5/5,11/6,6/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120811,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,12/12,5/5,6/6,15/4,5/0,0/0,0/0,0/0,0/0,0/0,0/0,26/16,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120812,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,28/20,3/3,2/1,5/5,0/0,0/0,0/0,0/0,9/9,0/0,1/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120813,1/1,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,1/1,0/0,8/8,1/1,0/0,7/7,1/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120814,3/3,1/1,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,17/17,0/0,1/0,0/0,0/0,0/0,0/0,1/1,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120815,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,1/0,19/12,0/0,10/7,0/0,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120816,0/0,0/0,0/0,0/0,0/0,4/4,3/3,0/0,0/0,0/0,0/0,3/0,1/1,0/0,1/1,0/0,20/19,0/0,0/0,0/0,0/0,0/0,1/1,1/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120817,5/5,3/3,0/0,0/0,2/2,18/17,0/0,0/0,0/0,0/0,0/0,12/7,5/5,2/1,4/4,0/0,8/8,0/0,0/0,0/0,0/0,0/0,6/6,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20120818,1/1,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,15/11,1/1,3/2,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
