日期,台灣水泥股份有限公司蘇澳廠-#3旋窯違規,台灣水泥股份有限公司蘇澳廠-#3冷卻機違規,台灣水泥股份有限公司蘇澳廠-#6旋窯違規,台灣水泥股份有限公司蘇澳廠-#6冷卻機違規,信大水泥股份有限公司南聖湖廠-#2旋窯違規,信大水泥股份有限公司南聖湖廠-#2冷卻機違規,信大水泥股份有限公司南聖湖廠-#3旋窯違規,信大水泥股份有限公司南聖湖廠-#3冷卻機違規,幸福水泥股份有限公司東澳廠-#2旋窯違規,幸福水泥股份有限公司東澳廠-#2冷卻機違規,臺灣化學纖維股份有限公司龍德廠-LT2鍋爐違規,臺灣化學纖維股份有限公司龍德廠-LT3鍋爐違規,潤泰精密材料股份有限公司宜蘭冬山廠-旋窯違規,潤泰精密材料股份有限公司宜蘭冬山廠-冷卻機違規,羅東鋼鐵股份有限公司煉鋼廠-電弧爐違規,宜蘭縣利澤資源回收(焚化)廠-#1焚化爐違規,宜蘭縣利澤資源回收(焚化)廠-#2焚化爐違規
20110605,,,,,19,,4,,,14,,,,1,,,
20110606,,,,,5,,,,2,16,,,,2,,,
20110607,,,,,,,,,,2,,,,3,,,
20110608,,,,,,,,,,8,,,21,1,,,
20110609,2,,,,,,1,,,10,,,,,,,
20110610,,,,,,,,,6,14,,,,,,,
20110611,,,,,,,,,8,22,,,,,,,
20110612,,,,,,,,,19,,,,,,,,
20110613,,,,,,,9,,18,3,,,,,,,
20110614,20,,,,,,,,7,5,,,,,,,
20110615,4,,,,,,,1,4,2,,,,,,,
20110616,2,,,,,,2,,4,18,,,,,,,
20110617,3,2,,,,,1,,13,9,,,,,,,
20110618,,,,,,,2,,11,4,,,11,20,,,
20110619,,,,,,,2,,11,1,,,,,,,
20110620,,,,,,,8,7,5,3,,,4,,,,
20110621,,,,,,,5,4,6,25,,,3,,,,
20110622,,,,,,,1,,3,10,,,,,,,
20110623,,,2,,,,,,2,1,,,,,,,
20110624,,,1,1,,,2,4,5,6,,,6,2,,,
20110625,,,,,,,,,2,1,,,4,3,,,
20110626,,,,,,,1,20,2,12,,,,1,,,
20110627,2,,9,,,,1,1,7,10,,,,,,,
20110628,2,,14,,,,,5,3,,,,,,,,
20110629,,,10,,,,,9,7,6,,,8,4,,,
20110630,1,,,,,,5,10,7,1,,,,,,,
20110701,,,,,,,4,4,18,13,,,5,,,,
20110702,,,,,,,7,4,17,6,,,,1,,,
20110703,1,,,,,,6,1,5,,,,,2,,,
20110704,,,,,,,1,1,9,2,,,,1,,,
20110705,,,1,,,,3,3,15,8,,,,,,,
20110706,1,,,,,,,,4,5,,,,,,,
20110707,,,,,,,2,3,13,6,,,,,,,
20110708,,,,,,,,1,6,,,,,,,,
20110709,,,,,,,1,4,6,5,,,,,,,
20110710,,,,,,,3,,5,7,,,,,,,
20110711,,,,,,,1,7,3,17,5,8,,,,,
20110712,,,,,,,2,,15,17,,1,,,,,
20110713,,,,,,,,,8,26,,1,5,,,,
20110714,,,22,,,,5,,1,22,,,6,,,,
20110715,,,5,,,,6,,4,9,,,4,,,,
20110716,,,,,,,7,1,1,8,,,6,4,,,
20110717,,,1,,,,6,,3,11,20,,,,,,
20110718,,,,,,,3,,,,12,,17,3,,,
20110719,,,,,,,1,,6,16,1,,7,,,1,
20110720,,,,,,,5,,7,9,,,1,1,,,
20110721,,,,,,,2,,1,9,,,2,,,,
20110722,,,,,,,3,1,12,4,,,1,2,,,
20110723,,,,,,,8,,4,16,,,5,,,,
20110724,,,,,,,,1,2,22,,,10,,,,
20110725,,,,,,,,,1,13,,,,11,,,
20110726,,,,,,,,1,6,15,,1,,14,,,
20110727,,,,,,,9,,,23,,,,4,,,
20110728,,,,,,,1,,,3,,,,2,,,
20110729,3,,,,,,1,,2,,,,,4,,,
20110730,,,,,,,9,,3,12,,,,3,,,
20110731,,,,,,,,,2,4,,,,1,,,
20110801,,,,,,,,,17,22,,,4,,,,
20110802,,,,,,,,,7,3,,,1,,,,
20110803,,,,,,,,,13,8,1,,,,,,
20110804,,,12,,,,,,16,8,,,,,,,
20110805,,,,,,,,,15,24,,,,,,,
20110806,,,,,,,,,31,23,,,,,,,
20110807,,,,,,,,,1,4,,,,,,,
20110808,,,1,,,,,,6,3,,,,,,,
20110809,1,,,,,,,,3,1,,,,,,,
20110810,2,,,,,,,,4,,,,,,,,
20110811,,,28,,,,,,2,6,,,,,,,
20110812,,,,,,,,,2,3,,,2,,,,
20110813,3,,,,,,,,2,3,,,1,3,,,
20110814,,,,,,,,,4,5,,,,,,,
20110815,,,31,,,,,,,,1,,,,,,
20110816,,,,,,,,,1,6,,,,,,,
20110817,,,,,,,,4,1,6,,,5,2,,1,
20110818,,1,2,,,,,3,5,4,,,8,7,,,
20110819,,,,,,,,,3,8,,,3,4,,,
20110820,,,,,,,,,7,9,,,2,12,,,
20110821,,,,,,,,,16,9,,,8,14,,,
20110822,,1,29,,,,,2,3,,,,,,,,
20110823,,,,,,,,4,5,11,,,,,,,
20110824,,,,,,,,10,10,12,,,,,,,
20110825,,,,,,,,2,8,,,,9,12,,,
20110826,,,1,,,,,3,17,2,,,9,17,,,
20110827,,,,,,,,5,3,7,,,7,13,,,
20110828,,,,,,,,16,1,1,,,3,6,,,
20110829,,,,,,,,12,2,1,,,6,7,,,
20110830,,,6,,,,,7,3,12,,,5,,,,
20110831,,,,,,,,3,1,,,,10,,,,
20110901,,,,,,,,8,3,4,,,26,8,,,
20110902,,,,,,,,12,4,,,,10,4,,,
20110903,,,,,,,,16,1,,,,1,5,,,
20110904,1,,,,,,,1,16,4,,,3,18,,,
20110905,,,3,,,,,,2,8,,,9,23,,,
20110906,,,,,,,,5,8,8,,,,,,,
20110907,,,,,,,,8,6,11,,,,,,,
20110908,1,,,,,,,21,5,,1,,,,,,
20110909,,,,,,,,3,1,4,1,,,,,,
20110910,,,,,,,1,4,1,6,,,,,,,
20110911,,,7,,,,,3,2,2,,,,,,,
20110912,1,,,,,,1,,1,,,,,,,,
20110913,,,17,,,,,13,1,10,,,,,,,
20110914,,,2,,,,1,12,,,,,,,,,
20110915,,,2,,,,,7,,,,,,,,,
20110916,,,,,,,2,,1,,,,,,,,
20110917,,,,,,,6,8,4,3,,,,,,,
20110918,,,,,,,1,18,3,,,,,,,,
20110919,12,,,,,,3,23,1,5,,,,,,,
20110920,2,,,,,,2,5,5,3,,,,,,,
20110921,,,,,,,5,11,1,2,,,,,,,
20110922,,,,,,,6,24,1,1,,,1,,,,
20110923,,,,,,,24,3,,1,,,20,4,,,
20110924,,,,,,,16,15,1,,,,4,4,,,
20110925,,,11,,,,11,1,3,4,,,,,,,
20110926,2,,,,,,3,,3,,,,5,7,,,
20110927,2,,9,,,,,3,3,5,,,,1,,,
20110928,1,,15,,,,3,5,5,6,1,,,,,,
20110929,,,23,,,,9,5,2,9,,,2,,,,
20110930,,,,,,,9,1,8,2,,,2,,,,
20111001,,,,,,,6,19,16,7,,,,34,,,
20111002,,,,,,,25,19,12,2,,,2,,,,
20111003,,,,,,,12,10,20,3,,,3,,,,
20111004,,,20,,5,,,,17,27,,,,,,,
20111005,,,,,10,,,,13,1,,,2,,,,
20111006,,,,,2,,,,13,3,,,4,5,,,
20111007,2,,,,5,,,,13,15,,,15,2,,,
20111008,1,,,,6,,,,6,4,,,,,,,
20111009,1,,,,5,,,,12,2,,,3,2,,,
20111010,,,,,19,,,,2,,,,3,,,,
20111011,1,,13,,7,,,,7,5,,,,,,,
20111012,,,24,,9,,,,4,2,,,,,,,
20111013,1,,9,,12,,,,2,,,,3,,,,
20111014,1,,16,,17,,,,2,20,,,22,,,,
20111015,,,,,29,,,,2,,,,,6,,,
20111016,,,,,25,,,,4,,,,16,1,,,
20111017,,,9,,1,,,,4,14,,,,,,,
20111018,,,,,9,,,,17,2,,,1,,,,
20111019,,,,,20,,,,20,,,,1,1,,,
20111020,,,,,3,,,,4,3,,,14,1,,,
20111021,,,,,10,,,,3,,,,1,,,,
20111022,,,,,17,,,,13,2,,,,,,,
20111023,4,,,,11,,,,1,1,,,3,,,,
20111024,,,,,2,,,,7,,,,2,,,,
20111025,,,11,,,,6,,,,,,,,,,
20111026,1,,10,,1,,9,1,7,1,,,,,,,
20111027,3,,20,,,,1,3,19,1,,,4,,,,
20111028,2,,,,23,,4,,15,,,,1,,,,
20111029,4,,11,,9,,,,3,,,,4,,,,
20111030,6,,,,3,,2,,10,,,,6,,,,
20111031,5,,,,20,,2,,22,,,,3,,,,
20111101,,,,,15,,3,,6,,,,25,4,,,
20111102,,,,,,,,1,3,,,,6,,,,
20111103,5,,,,,,,2,1,,,,5,,,,
20111104,1,,11,,,,1,,5,18,,,,,,,
20111105,3,,,,,,6,,8,7,,,,,,,
20111106,,,3,,,,12,,3,,,,,,,,
20111107,,,,,,,7,1,15,,,,,,,1,1
20111108,,,,,,,,4,11,,,,,,,,
20111109,,,,,,,2,,12,,,,3,,,,
20111110,2,,4,,,,1,,,,,,12,1,,,
20111111,,,,,,,1,,5,,,,,3,,,
20111112,,,,,,,,,7,,,,,31,,,
20111113,,,,,,,1,3,3,,,,2,1,,,
20111114,,,,,,,3,,5,,,,,5,,,
20111115,1,,5,,,,1,,,4,2,,,6,,,
20111116,,,,,,,2,,,8,,,,8,,,
20111117,,,,,,,1,,3,2,,,4,3,,,
20111118,,,11,,,,1,1,8,1,,,,,,,
20111119,,,,,,,,,3,17,,,2,,,,
20111120,3,,1,,,,3,,,,,,11,3,,,
20111121,5,,29,,,,3,,2,2,,,3,3,,,
20111122,,,17,,,,1,,1,5,,,3,,,,
20111123,2,,14,,,,1,,2,5,,,,2,,,
20111124,10,,9,,,,,,4,10,,,,,,,
20111125,2,,17,,9,,,,1,13,1,,1,4,,,
20111126,,,4,,13,,,,,1,,,5,,,,
20111127,,,9,,12,,,,1,,,,6,1,,,
20111128,,,1,,9,,1,,3,4,,,,,,,
20111129,2,,,,3,,,,1,5,,,8,3,,,
20111130,15,,16,,5,,1,,7,7,,,19,2,,,
20111201,20,,,,20,,1,,7,6,,,6,,,,
20111202,28,,8,,,,1,,1,11,,,15,,,,
20111203,,,16,18,2,,,,,16,,,12,12,,,
20111204,,,11,,4,,1,,3,,,,,,,,
20111205,,,11,,3,,,,,14,,,4,,,,
20111206,1,,,,15,,,,2,4,,,2,,,,
20111207,26,,20,,14,,1,,6,5,,,19,22,,,
20111208,,,12,,8,,11,1,17,23,,,3,,,,
20111209,2,,4,,5,,25,5,14,22,,,1,,,,
20111210,,,25,2,1,,27,,6,19,,,,,,,
20111211,,,6,,2,,28,,5,4,,,,,,,
20111212,11,,27,5,,,18,,5,10,,,2,1,,,
20111213,9,,1,,,,24,1,28,3,,,,1,,,
20111214,4,,3,,,,8,,24,2,,,,2,,,
20111215,2,,7,,,,25,,22,4,,,,3,,,
20111216,,,1,,,,20,,5,11,,1,,4,,,
20111217,,,3,,,,6,1,24,24,,,1,3,,,
20111218,1,,22,1,,,7,,26,2,,,1,,,,
20111219,3,,7,,,,3,,8,16,,,,2,,,
20111220,15,,20,,,,3,1,15,3,,,,,,,
20111221,2,,20,,,,,,16,8,,,3,,,,
20111222,4,,29,,,,,,11,33,,,,,,,
20111223,3,,28,22,,,1,,10,28,,,,,,,
20111224,1,,20,13,,,2,,,,,,,,,,
20111225,,,7,,,,2,2,,,,,10,1,,,
20111226,1,,23,14,,,1,,13,13,,,,2,,,
20111227,1,,1,,,,2,,11,1,,,,,,,
20111228,1,,20,3,,,,1,10,19,,,2,1,,,
20111229,,,22,,,,,1,8,35,1,,5,1,,,
20111230,,,1,,,,,1,7,13,,,1,5,,,
20111231,1,,4,,,,,,15,5,,,,,,,
