日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20140319,1/1,4/4,0/0,0/0,1/1,14/14,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/0,0/0,2/1,1/0,14/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140320,4/3,2/2,0/0,0/0,3/3,3/3,0/0,0/0,0/0,0/0,0/0,0/0,2/2,2/2,1/0,0/0,8/6,0/0,1/0,0/0,0/0,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140321,2/2,5/5,0/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,0/0,10/10,0/0,9/9,3/2,0/0,32/29,0/0,0/0,0/0,0/0,0/0,9/9,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140322,3/3,3/3,0/0,0/0,2/1,7/7,0/0,0/0,0/0,0/0,0/0,4/4,1/1,6/6,10/9,0/0,17/15,0/0,0/0,0/0,0/0,0/0,11/11,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140323,1/1,6/6,0/0,1/1,4/4,9/9,0/0,0/0,0/0,0/0,0/0,7/7,1/1,0/0,5/4,0/0,9/7,0/0,1/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140324,0/0,3/3,9/9,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,5/5,5/4,0/0,3/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140325,0/0,4/3,1/1,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,30/22,0/0,22/15,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140326,2/2,8/8,1/1,0/0,3/3,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,5/5,6/5,0/0,12/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140327,3/3,1/1,0/0,0/0,1/1,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,5/4,0/0,4/3,0/0,1/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140328,2/2,1/1,0/0,1/1,2/2,1/1,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,6/5,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140329,1/1,0/0,0/0,0/0,0/0,16/14,0/0,0/0,0/0,0/0,0/0,1/1,0/0,6/6,11/10,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140330,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,11/11,0/0,0/0,0/0,0/0,13/13,10/8,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140331,2/2,0/0,1/1,0/0,2/2,22/21,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,5/4,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140401,2/2,2/2,0/0,0/0,1/1,20/20,0/0,1/1,1/1,2/2,0/0,11/11,3/3,0/0,3/2,0/0,1/0,0/0,0/0,0/0,0/0,11/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140402,1/1,0/0,1/1,0/0,0/0,20/20,0/0,1/1,0/0,2/2,0/0,15/15,1/1,0/0,2/1,0/0,2/1,0/0,0/0,0/0,0/0,2/0,21/20,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140403,0/0,1/1,0/0,0/0,1/1,27/26,0/0,0/0,0/0,0/0,1/1,6/6,0/0,5/5,2/1,0/0,3/2,0/0,1/0,0/0,1/0,4/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140404,2/2,5/5,0/0,1/1,2/2,34/34,0/0,0/0,0/0,0/0,0/0,11/11,1/1,2/2,8/7,0/0,5/3,0/0,2/0,0/0,1/0,2/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140405,1/1,1/1,0/0,0/0,0/0,15/15,2/2,0/0,0/0,0/0,0/0,9/9,1/1,1/1,4/3,0/0,8/7,0/0,0/0,0/0,1/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140406,8/8,0/0,0/0,7/7,0/0,17/17,0/0,0/0,0/0,0/0,0/0,14/14,1/1,17/17,3/2,0/0,5/3,0/0,0/0,0/0,1/0,1/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140407,4/4,0/0,0/0,0/0,0/0,12/11,0/0,0/0,0/0,0/0,0/0,1/1,3/3,22/22,6/5,0/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140408,0/0,0/0,0/0,0/0,0/0,3/3,0/0,1/1,0/0,0/0,0/0,0/0,2/2,4/4,6/5,0/0,13/12,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140409,0/0,0/0,0/0,0/0,0/0,10/10,0/0,1/1,0/0,0/0,0/0,4/4,2/2,5/5,1/0,0/0,2/1,0/0,0/0,18/0,1/0,0/0,8/0,0/0,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140410,2/2,0/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,10/9,0/0,4/2,0/0,0/0,0/0,1/0,0/0,0/0,0/0,32/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140411,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,7/5,0/0,1/0,0/0,0/0,0/0,1/0,0/0,39/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140412,2/2,2/2,0/0,0/0,1/1,26/26,0/0,0/0,0/0,2/2,0/0,2/2,0/0,0/0,31/27,1/0,8/7,0/0,0/0,0/0,1/0,0/0,1/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140413,2/2,0/0,0/0,1/1,0/0,28/27,0/0,0/0,0/0,1/1,0/0,2/2,0/0,0/0,14/4,0/0,9/5,0/0,0/0,0/0,1/0,1/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140414,0/0,1/1,0/0,1/1,0/0,16/16,0/0,0/0,1/1,0/0,0/0,1/1,0/0,1/1,1/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140415,1/1,0/0,0/0,0/0,0/0,8/8,0/0,1/1,0/0,0/0,0/0,2/2,0/0,3/3,2/1,0/0,6/4,0/0,0/0,0/0,1/0,0/0,1/0,0/0,18/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140416,12/12,2/2,1/1,2/2,1/1,8/8,0/0,0/0,0/0,0/0,0/0,21/21,0/0,1/1,3/2,0/0,2/0,0/0,0/0,0/0,1/0,0/0,14/13,1/1,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140417,9/9,1/1,0/0,1/1,2/2,10/10,0/0,1/1,0/0,0/0,0/0,1/1,0/0,1/1,3/2,0/0,1/0,0/0,0/0,0/0,1/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140418,3/3,0/0,0/0,0/0,0/0,4/4,0/0,0/0,3/3,1/1,0/0,0/0,0/0,0/0,2/1,0/0,4/3,0/0,0/0,0/0,1/0,5/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140419,0/0,0/0,0/0,0/0,0/0,22/22,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,3/2,0/0,2/0,0/0,0/0,0/0,1/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140420,0/0,4/4,0/0,23/23,5/5,34/32,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,2/1,0/0,3/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140421,1/1,0/0,0/0,1/1,0/0,27/25,4/4,0/0,7/7,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/1,0/0,0/0,1/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140422,0/0,0/0,0/0,0/0,0/0,23/23,0/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,3/2,0/0,3/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140423,2/2,0/0,0/0,0/0,4/4,11/10,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,5/4,0/0,7/5,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140424,0/0,0/0,0/0,0/0,0/0,13/12,0/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,5/4,0/0,6/5,0/0,1/0,0/0,1/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140425,7/7,2/2,0/0,0/0,1/1,14/14,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,3/3,0/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140426,4/4,0/0,0/0,0/0,0/0,22/22,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,1/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140427,4/4,0/0,0/0,0/0,0/0,11/11,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140428,23/22,0/0,0/0,27/27,0/0,2/2,0/0,0/0,2/2,4/4,0/0,0/0,0/0,0/0,4/3,0/0,7/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140429,33/33,0/0,0/0,17/17,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/4,0/0,7/6,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140430,6/6,3/3,0/0,1/1,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/5,0/0,1/0,0/0,0/0,0/0,3/0,2/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140501,6/6,0/0,0/0,0/0,1/1,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140502,4/4,0/0,0/0,0/0,2/2,12/12,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,4/3,0/0,7/6,0/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140503,1/1,0/0,0/0,0/0,1/1,10/10,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,10/6,0/0,6/0,0/0,0/0,0/0,1/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140504,5/5,0/0,0/0,1/1,0/0,15/13,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,10/9,0/0,1/0,0/0,0/0,0/0,1/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140505,8/8,0/0,0/0,3/3,2/2,17/15,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,6/5,0/0,6/5,0/0,0/0,0/0,1/0,0/0,8/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140506,0/0,0/0,0/0,3/3,0/0,13/13,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,5/4,0/0,3/2,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140507,11/11,0/0,0/0,6/6,0/0,7/7,1/1,0/0,0/0,1/1,0/0,3/3,0/0,0/0,8/7,0/0,1/0,0/0,0/0,0/0,1/0,2/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140508,,,,,,,,,1/1,0/0,0/0,2/2,0/0,0/0,5/4,0/0,5/4,0/0,0/0,0/0,1/0,2/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140509,17/16,0/0,0/0,22/22,0/0,13/13,1/1,3/3,0/0,4/4,0/0,1/1,0/0,1/1,7/4,0/0,8/3,0/0,0/0,0/0,1/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140510,17/16,1/1,0/0,16/16,1/1,21/19,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,3/2,0/0,4/3,0/0,0/0,0/0,1/0,18/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140511,7/7,0/0,0/0,0/0,0/0,26/24,0/0,0/0,3/3,0/0,0/0,1/1,0/0,7/7,1/0,0/0,7/5,0/0,0/0,0/0,1/0,24/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140512,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,5/5,0/0,0/0,4/4,0/0,4/4,8/7,0/0,20/18,0/0,0/0,0/0,1/0,24/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140513,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,3/3,3/3,1/1,8/7,0/0,16/13,0/0,0/0,0/0,1/0,18/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140514,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/5,0/0,20/16,0/0,0/0,0/0,1/0,21/0,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140515,2/2,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,1/0,0/0,4/2,0/0,0/0,0/0,1/0,15/0,9/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140516,28/28,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,1/0,2/0,14/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140517,26/26,1/1,0/0,7/7,1/1,0/0,0/0,0/0,0/0,0/0,0/0,17/17,0/0,0/0,1/0,0/0,22/19,0/0,0/0,0/0,1/0,14/0,1/0,0/0,10/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140518,6/6,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,9/8,0/0,3/2,0/0,0/0,0/0,1/0,20/0,1/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140519,1/1,1/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,11/9,0/0,6/5,0/0,0/0,0/0,1/0,18/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140520,23/23,1/1,0/0,11/11,1/1,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,7/7,12/11,0/0,1/0,0/0,0/0,0/0,1/0,7/0,1/0,0/0,12/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140521,24/24,0/0,2/2,9/9,1/1,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,8/7,0/0,1/0,0/0,0/0,0/0,1/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140522,29/29,0/0,0/0,9/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,2/2,11/10,0/0,1/0,0/0,0/0,0/0,1/0,0/0,6/6,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140523,4/4,0/0,0/0,35/35,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,7/6,0/0,1/0,0/0,1/0,0/0,1/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140524,13/13,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,3/2,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140525,2/2,0/0,0/0,3/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,7/6,0/0,2/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140526,0/0,0/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,14/6,0/0,34/31,0/0,0/0,0/0,1/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140527,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,7/7,0/0,8/7,0/0,0/0,11/8,1/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140528,1/1,0/0,0/0,3/3,0/0,17/17,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,1/1,0/0,1/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140529,2/2,0/0,0/0,0/0,3/2,5/5,0/0,0/0,0/0,2/2,0/0,7/7,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140530,0/0,0/0,0/0,3/3,0/0,11/11,0/0,0/0,0/0,1/1,0/0,9/9,0/0,0/0,3/2,0/0,4/2,0/0,0/0,0/0,1/0,4/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140531,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,1/1,3/3,0/0,1/1,0/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,0/0,2/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140601,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,4/4,0/0,0/0,15/13,0/0,1/0,0/0,0/0,2/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140602,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,2/2,0/0,17/17,0/0,0/0,7/6,0/0,5/4,0/0,0/0,0/0,1/0,15/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140603,0/0,0/0,0/0,0/0,0/0,31/31,0/0,0/0,1/1,0/0,1/1,16/16,0/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,1/0,12/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140604,6/6,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,24/24,0/0,0/0,10/0,0/0,5/0,0/0,2/0,0/0,0/0,1/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140605,24/24,0/0,0/0,0/0,1/1,9/9,0/0,0/0,0/0,0/0,0/0,19/19,0/0,9/9,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,5/4,1/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140606,8/8,0/0,0/0,5/5,0/0,6/6,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,19/13,0/0,4/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140607,0/0,0/0,0/0,1/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,7/4,1/1,2/0,0/0,0/0,0/0,0/0,0/0,15/5,0/0,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140608,5/4,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,7/7,2/2,0/0,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140609,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,8/7,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140610,1/1,0/0,0/0,0/0,3/3,10/10,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140611,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/10,2/2,3/3,6/5,0/0,1/0,0/0,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140612,0/0,0/0,0/0,1/1,0/0,13/13,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,3/2,0/0,3/2,0/0,1/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140613,6/6,0/0,0/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,15/14,0/0,3/2,0/0,1/0,0/0,0/0,0/0,11/10,1/1,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140614,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,5/4,0/0,1/0,0/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140615,6/6,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,2/1,0/0,2/0,0/0,0/0,0/0,15/15,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
